Sl,PID,FN,LN,Pos,Coun,DOB
537,582,Hans,Segers,G,Netherlands,30-Oct-61
538,583,Neil,Sullivan,G,Scotland,24-Feb-70
539,584,Brian,McAllister,D,Scotland,30-Nov-70
540,585,Gerald,Dobbs,D,England,24-Jan-71
541,586,John,Scales,D,England,04-Jul-66
542,587,Chris,Perry,D,England,26-Apr-73
543,588,Roger,Joseph,D,England,24-Dec-65
544,589,Dean,Blackwell,D,England,05-Dec-69
545,590,Warren,Barton,D,England,19-Mar-69
546,591,Scott,Fitzgerald,D,England,13-Aug-69
547,592,Peter,Fear,D,England,10-Sep-73
548,593,Justin,Skinner,M,England,30-Jan-69
549,594,Steve,Talboys,M,England,18-Sep-66
550,595,Paul,Miller,M,England,31-Jan-68
551,596,Gary,Elkins,M,England,04-May-66
552,597,Lawrie,Sanchez,M,Northern Ireland,22-Oct-59
553,598,Robbie,Earle,M,Jamaica,27-Jan-65
554,599,Vinnie,Jones,M,Wales,05-Jan-65
555,600,Neal,Ardley,M,England,01-Sep-72
556,601,Aidan,Newhouse,F,England,23-May-72
557,602,Paul,McGee,F,Ireland,17-May-68
558,603,Dean,Holdsworth,F,England,08-Nov-68
559,604,John,Fashanu,F,England,18-Sep-62
560,605,Steve,Cotterill,F,England,20-Jul-64
561,606,Greg,Berry,F,England,05-Mar-71
562,607,Andy,Clarke,F,England,22-Jul-67
563,608,Terry,Gibson,F,England,23-Dec-62
564,611,Steve,Agnew,M,England,09-Nov-65
565,612,Michael,Evans,F,Ireland,01-Jan-73
566,613,Keith,Hill,D,England,17-May-69
567,614,Mick,Harford,F,England,12-Feb-59
568,615,Joe,Allon,F,England,12-Nov-66
569,616,Alec,Chamberlain,G,England,20-Jun-64
570,617,Terry,Fleming,M,England,01-May-73
571,618,Micky,Gynn,M,England,19-Aug-61
572,619,David,Smith,M,England,29-Mar-68
573,620,Keith,Rowland,D,Northern Ireland,09-Jan-71
574,621,Peter,Billing,D,England,24-Oct-64
575,623,Craig,Middleton,F,England,10-Sep-70
576,624,Paul,Williams,D,Northern Ireland,08-Sep-63
577,626,Simon,Osborn,M,England,19-Jan-72
578,627,Stan,Collymore,F,England,22-Jan-71
579,628,Paul,Heald,G,England,20-Sep-68
580,629,Andy,Petterson,G,Australia,26-Sep-69
581,630,Chris,Whyte,D,England,02-Sep-61
582,631,Scott,Sellars,M,England,27-Nov-65
583,632,Mervyn,Day,G,England,26-Jun-55
584,633,Mel,Sterland,D,England,01-Sep-61
585,634,Imre,Varadi,F,England,08-Jul-59
586,635,Fraser,Digby,G,England,23-Apr-67
587,636,Bernie,Slaven,F,Ireland,13-Nov-60
588,637,Mark,Proctor,M,England,30-Jan-61
589,638,Gary,Parkinson,D,England,10-Jan-68
590,639,Phil,Gilchrist,D,England,25-Aug-73
591,640,Brian,Horne,G,England,05-Oct-67
592,641,David,Phillips,M,Wales,29-Jul-63
593,643,Lee,Glover,F,England,24-Apr-70
594,644,Brian,Laws,D,England,14-Oct-61
595,645,Gary,Bannister,M,England,22-Jul-60
596,646,Ray,McKinnon,D,Scotland,05-Aug-70
597,647,Terry,Wilson,M,England,08-Feb-69
598,648,John,Keeley,G,England,27-Jul-61
599,649,Justin,Channing,D,England,19-Nov-68
600,650,Michael,Lake,M,England,16-Nov-66
601,652,Alan,McLeary,D,England,10-Jun-64
602,653,Peter,Shirtliff,D,England,06-Apr-61
603,654,Danny,Wilson,M,Northern Ireland,01-Jan-60
604,655,Kerry,Dixon,F,England,24-Jul-61
605,656,David,Lee,M,England,26-Nov-67
606,658,Steve,Anthrobus,F,England,10-Nov-68
607,659,Adrian,Clarke,M,England,28-Sep-74
608,660,Riccardo,Scimeca,D,England,13-Jun-75
609,661,Paul,Browne,D,Scotland,17-Feb-75
610,662,Scott,Murray,M,Scotland,26-May-74
611,663,Darren,Byfield,F,Jamaica,29-Sep-76
612,664,Guy,Whittingham,F,England,10-Nov-64
613,666,Andy,Morrison,D,Scotland,30-Jul-70
614,668,Andy,Dow,D,Scotland,07-Feb-73
615,669,Michael,Duberry,D,England,14-Oct-75
616,670,Muzzy,Izzet,M,Turkey,31-Oct-74
617,671,Gavin,Peacock,M,England,18-Nov-67
618,672,Glenn,Hoddle,M,England,27-Oct-57
619,673,Jakob,Kjeldbjerg,M,Denmark,21-Oct-69
620,674,Mark,Stein,F,England,28-Jan-66
621,675,Graham,Rix,F,England,23-Oct-57
622,677,Paul,Williams,D,England,11-Sep-69
623,678,Julian,Darby,D,England,03-Oct-67
624,679,Ally,Pickering,D,England,22-Jun-67
625,680,Steve,Morgan,D,England,19-Sep-68
626,681,Sandy,Robertson,M,Scotland,26-Apr-71
627,682,John,Gayle,F,England,30-Jul-64
628,684,Gary,Rowett,D,England,06-Mar-74
629,685,Tony,Grant,M,England,14-Nov-74
630,686,Joe,Parkinson,M,England,11-Jun-71
631,687,Brett,Angell,F,England,20-Aug-68
632,689,Kevin,Ellis,D,England,11-May-77
633,690,Leo,Cotterell,D,England,02-Sep-74
634,691,Stuart,Slater,M,England,27-Mar-69
635,692,Paul,Mason,M,England,03-Sep-63
636,693,Andrew,Couzens,D,England,04-Jun-75
637,694,Gary,Kelly,D,Ireland,09-Jul-74
638,695,Mark,Ford,M,England,10-Oct-75
639,696,Julian,Dicks,D,England,08-Aug-68
640,698,Rae,Ingram,D,England,06-Dec-74
641,699,Steffen,Karl,D,Germany,03-Feb-70
642,701,Alfons,Groenendijk,M,Netherlands,17-May-64
643,702,Carl,Griffiths,F,Wales,16-Jul-71
644,703,Paul,Walsh,F,England,01-Oct-62
645,704,Uwe,Rösler,F,Germany,15-Nov-68
646,706,Robbie,Savage,M,Wales,18-Oct-74
647,707,Tommy,Wright,G,Northern Ireland,29-Aug-63
648,708,Pavel,Srnicek,G,Czech Republic,10-Mar-68
649,709,Steve,Harper,G,England,14-Mar-75
650,710,John,Beresford,D,England,04-Sep-66
651,711,Matthew,Robinson,D,England,23-Dec-74
652,712,Barry,Venison,D,England,16-Aug-64
653,713,Alan,Neilson,D,Wales,26-Sep-72
654,714,Steve,Howey,D,England,26-Oct-71
655,715,Robbie,Elliott,D,England,25-Dec-73
656,716,Chris,Holland,M,England,11-Sep-75
657,717,Nicos,Papavasiliou,M,Cyprus,31-Aug-70
658,718,Matthew,Appleby,M,England,16-Apr-72
659,720,Steve,Watson,M,England,01-Apr-74
660,721,Robert,Lee,M,England,01-Feb-66
661,722,Paul,Bracewell,M,England,19-Jul-62
662,723,Lee,Clark,M,England,27-Oct-72
663,724,Michael,Jeffrey,F,England,11-Aug-71
664,725,Andrew,Cole,F,England,15-Oct-71
665,726,Alun,Armstrong,F,England,22-Feb-75
666,727,Malcolm,Allen,F,Wales,21-Mar-67
667,728,Alex,Mathie,F,Scotland,20-Dec-68
668,730,Andy,Marshall,G,England,14-Apr-75
669,731,Scott,Howie,G,Scotland,04-Jan-72
670,732,Spencer,Prior,D,England,22-Apr-71
671,733,Robert,Ullathorne,D,England,11-Oct-71
672,734,Ade,Akinbiyi,F,Nigeria,10-Oct-74
673,736,David,Beresford,M,England,11-Nov-76
674,737,Richard,Graham,M,Northern Ireland,28-Nov-74
675,738,Sean,McCarthy,F,England,12-Sep-67
676,739,Steve,Yates,D,England,29-Jan-70
677,741,Trevor,Sinclair,M,England,02-Mar-73
678,742,Danny,Dichio,F,England,19-Oct-74
679,744,Roger,Nilsen,D,Norway,08-Aug-69
680,745,Nathan,Blake,F,Wales,27-Jan-72
681,746,Jostein,Flo,F,Norway,03-Oct-64
682,748,Bobby,Davison,F,England,17-Jul-59
683,749,Lee,Briscoe,D,England,30-Sep-75
684,750,Des,Walker,D,England,26-Nov-65
685,751,Simon,Coleman,D,England,13-Jun-68
686,752,Adem,Poric,M,England,22-Apr-73
687,754,Paul,McDonald,D,Scotland,20-Apr-68
688,755,Simon,Charlton,D,England,25-Oct-71
689,756,David,Hughes,M,England,30-Dec-72
690,757,Jim,Magilton,M,Northern Ireland,06-May-69
691,758,Colin,Cramb,F,Scotland,23-Jun-74
692,759,Craig,Maskell,F,England,10-Apr-68
693,760,Frankie,Bennett,F,England,13-Jan-69
694,762,Jon,Sheffield,G,England,01-Feb-69
695,764,Adrian,Whitbread,D,England,22-Oct-71
696,765,Andy,Thomson,D,England,28-Mar-74
697,766,Luc,Nijholt,M,Netherlands,29-Jul-61
698,767,Kevin,Horlock,M,Northern Ireland,01-Nov-72
699,768,John,Moncur,M,England,22-Sep-66
700,769,Nicky,Summerbee,M,England,26-Aug-71
701,770,Chris,Hamon,F,England,27-Apr-70
702,771,Andy,Mutch,F,England,28-Dec-63
703,772,Steve,White,F,England,02-Jan-59
704,773,Jan Åge,Fjørtoft,F,Norway,10-Jan-67
705,775,Colin,Calderwood,D,Scotland,20-Jan-65
706,776,Stephen,Carr,D,Ireland,29-Aug-76
707,777,Kevin,Scott,D,England,17-Dec-66
708,778,Micky,Hazard,M,England,05-Feb-60
709,779,Garry,Brady,M,Scotland,07-Sep-76
710,780,Paul,Mahorn,F,England,13-Aug-73
711,782,Ludek,Miklosko,G,Czech Republic,09-Dec-61
712,783,Ian,Feuer,G,United States,20-May-71
713,785,Steve,Potts,D,England,07-May-67
714,786,Tony,Gale,D,England,19-Nov-59
715,787,Alvin,Martin,D,England,29-Jul-58
716,788,Simon,Webster,D,England,20-Jan-64
717,789,Tim,Breacker,D,England,02-Jul-65
718,790,Kenny,Brown,D,England,11-Jul-67
719,791,Peter,Butler,M,England,26-Aug-66
720,792,Paul,Mitchell,M,England,20-Oct-71
721,793,Matt,Holmes,M,England,01-Aug-69
722,794,Dale,Gordon,M,England,09-Jan-67
723,795,Ian,Bishop,M,England,29-May-65
724,796,Danny,Williamson,M,England,05-Dec-73
725,798,Martin,Allen,M,England,18-Aug-65
726,799,Steve,Jones,M,England,17-Mar-70
727,800,Frank,Lampard,M,England,20-Jun-78
728,801,Matthew,Rush,F,England,06-Aug-71
729,803,Trevor,Morley,F,England,20-Mar-61
730,805,Jeroen,Boere,F,Netherlands,18-Nov-67
731,807,Alan,Kimble,D,Scotland,08-Jun-66
732,808,Stewart,Castledine,M,England,22-Jan-73
733,809,Marcus,Gayle,F,Jamaica,27-Sep-70
734,810,Gary,Blissett,F,England,26-Jun-64
735,812,Chris,Marsden,M,England,03-Jan-69
736,813,Detsi,Kruszynski,M,Poland,14-Oct-61
737,814,Martyn,Booty,D,England,30-May-71
738,817,Liam,O'Brien,M,Ireland,05-Sep-64
739,818,Brian,Kilcline,D,England,07-May-62
740,819,John,Burridge,G,England,03-Dec-51
741,820,Tore,Pedersen,D,Norway,29-Sep-69
742,821,John,Eyre,F,England,09-Oct-74
743,822,Tony,Witter,D,England,12-Aug-65
744,824,Jonas,Wirmola,D,Sweden,17-Jul-69
745,825,Brian,Linighan,D,England,11-Feb-73
746,826,Ty,Gooden,M,England,23-Oct-72
747,827,Shaun,Taylor,D,England,26-Feb-63
748,828,Paul,Bodin,D,Wales,13-Sep-64
749,829,Keith,Scott,F,England,06-Sep-67
750,830,Nicky,Hammond,G,England,09-Jul-67
751,831,Martin,Ling,M,England,15-Jul-66
752,832,Ross,MacLaren,M,Scotland,14-Apr-62
753,833,Clive,Allen,F,England,20-May-61
754,834,Colin,Foster,D,England,16-Jul-64
755,835,Paul,Marquis,M,England,29-Aug-72
756,837,Mark,Robson,M,England,22-May-69
757,838,Vince,Bartram,G,England,07-Aug-68
758,839,Lee,Harper,G,England,30-Oct-71
759,840,Matthew,Rose,D,England,24-Sep-75
760,841,Glenn,Helder,M,Netherlands,28-Oct-68
761,842,Stephen,Hughes,M,England,18-Sep-76
762,843,Stefan,Schwarz,M,Sweden,18-Apr-69
763,844,John,Hartson,F,Wales,05-Apr-75
764,846,Nii,Lamptey,M,Ghana,10-Dec-74
765,847,Ian,Taylor,M,England,04-Jun-68
766,848,Lee,Hendrie,M,England,18-May-77
767,849,Tommy,Johnson,F,England,15-Jan-71
768,851,Shay,Given,G,Ireland,20-Apr-76
769,852,Marlon,Broomes,D,England,28-Nov-77
770,853,Richard,Witschge,M,Netherlands,20-Sep-69
771,854,Robbie,Slater,M,Australia,22-Nov-64
772,855,Scott,Minto,D,England,06-Aug-71
773,856,Paul,Hughes,M,England,19-Apr-76
774,858,Paul,Furlong,F,England,01-Oct-68
775,859,John,Filan,G,Australia,08-Feb-70
776,860,Marcus,Hall,D,England,24-Mar-76
777,861,Cobi,Jones,M,United States,16-Jun-70
778,862,Paul,Cook,M,England,22-Feb-67
779,863,Jamie,Barnwell,F,England,26-Dec-75
780,864,Ian,Cox,D,Trinidad And Tobago,25-Mar-71
781,865,Danny,Boxall,D,England,25-Aug-77
782,866,Sagi,Burton,D,Saint Kitts And Nevis,25-Nov-77
783,868,Glen,Little,M,England,15-Oct-75
784,869,Darren,Pitcher,M,England,12-Oct-69
785,870,Rory,Ginty,M,Ireland,23-Jan-77
786,871,Andy,Preece,M,England,27-Mar-67
787,872,Brian,Launders,M,Ireland,08-Jun-76
788,873,Bruce,Dyer,F,England,13-Apr-75
789,876,Daniel,Amokachi,F,Nigeria,30-Dec-72
790,877,Duncan,Ferguson,F,Scotland,27-Dec-71
791,878,Richard,Wright,G,England,05-Nov-77
792,879,Chris,Swailes,D,England,19-Oct-70
793,880,Mauricio,Taricco,D,Argentina,10-Mar-73
794,881,Claus,Thomsen,D,Denmark,31-May-70
795,882,Tony,Vaughan,D,England,11-Oct-75
796,883,Lee,Norfolk,M,New Zealand,17-Oct-75
797,884,James,Scowcroft,F,England,15-Nov-75
798,886,Lucas,Radebe,D,South Africa,12-Apr-69
799,888,Philemon,Masinga,F,South Africa,21-Jun-69
800,889,Anthony,Yeboah,F,Ghana,06-Jun-66
801,890,Russell,Hoult,G,England,22-Nov-72
802,891,Kevin,Poole,G,England,21-Jul-63
803,892,Gavin,Ward,G,England,30-Jun-70
804,893,Jimmy,Willis,D,England,12-Jul-68
805,894,Steve,Walsh,D,England,03-Nov-64
806,895,Neil,Lewis,D,England,28-Jun-74
807,896,Mike,Whitlow,D,England,13-Jan-68
808,897,Simon,Grayson,D,England,16-Dec-69
809,898,Colin,Hill,D,Northern Ireland,12-Nov-63
810,899,Phil,Gee,D,England,19-Dec-64
811,900,Sam,McMahon,M,England,10-Feb-76
812,901,Lee,Philpott,M,England,21-Feb-70
813,902,David,Oldfield,M,England,30-May-68
814,903,Mark,Draper,M,England,11-Nov-70
815,904,Gary,Mills,M,England,11-Nov-61
816,905,Jamie,Lawrence,M,Jamaica,08-Mar-70
817,906,Iwan,Roberts,F,Wales,26-Jun-68
818,907,David,Lowe,F,England,30-Aug-65
819,908,Emile,Heskey,F,England,11-Jan-78
820,909,Julian,Joachim,F,England,20-Sep-74
821,910,Ian,Ormondroyd,F,England,22-Sep-64
822,912,Tony,Warner,G,Trinidad And Tobago,11-May-74
823,915,Jamie,Carragher,D,England,28-Jan-78
824,916,Mark,Kennedy,M,Ireland,15-May-76
825,917,Lee,Crooks,D,England,14-Jan-78
826,918,Michael,Brown,M,England,25-Jan-77
827,919,Maurizio,Gaudino,M,Germany,12-Dec-66
828,921,Philip,Neville,D,England,21-Jan-77
829,922,Ronnie,Wallwork,M,England,10-Sep-77
830,923,Terry,Cooke,M,England,05-Aug-76
831,924,Philippe,Albert,D,Belgium,10-Aug-67
832,925,Marc,Hottiger,D,Switzerland,07-Nov-67
833,926,Sam,Aiston,M,England,21-Nov-76
834,927,Jimmy,Crawford,M,England,01-May-73
835,928,Paul,Kitson,F,England,09-Jan-71
836,929,Daniel,Mills,D,England,18-May-77
837,931,Keith,O'Neill,M,Ireland,16-Feb-76
838,932,Ashley,Ward,F,England,24-Nov-70
839,935,Vance,Warner,D,England,03-Sep-74
840,936,Des,Lyttle,D,England,24-Sep-71
841,937,Colin,Cooper,D,England,28-Feb-67
842,938,Alf Inge,Haaland,D,Norway,23-Nov-72
843,940,Steven Craig,Armstrong,D,England,23-May-75
844,942,Lars,Bohinen,M,Norway,08-Sep-69
845,943,Bryan,Roy,F,Netherlands,12-Feb-70
846,944,Jason,Lee,F,England,09-May-71
847,945,Gary,Bull,F,England,12-Jun-66
848,946,Steve,Guinan,F,England,24-Dec-75
849,948,Trevor,Challis,D,England,23-Oct-75
850,949,Chris,Plummer,D,England,12-Oct-76
851,950,Matthew,Brazier,M,England,02-Jul-76
852,951,Kevin,Gallen,F,England,21-Sep-75
853,953,Ian,Nolan,D,Northern Ireland,09-Jul-70
854,954,Dan,Petrescu,D,Romania,22-Dec-67
855,955,Klas,Ingesson,M,Sweden,20-Aug-68
856,956,O'Neill,Donaldson,F,England,24-Nov-69
857,957,Peter,Whiston,D,England,04-Jan-68
858,958,Matt,Oakley,M,England,17-Aug-77
859,959,Ronnie,Ekelund,M,Denmark,21-Aug-72
860,960,James,Clapham,D,England,07-Dec-75
861,961,Stephen,Clemence,M,England,31-Mar-78
862,962,Ilie,Dumitrescu,M,Romania,06-Jan-69
863,963,Gheorghe,Popescu,M,Romania,09-Oct-67
864,964,Steve,Slade,F,England,06-Oct-75
865,965,Jurgen,Klinsmann,F,Germany,30-Jul-64
866,966,Marc,Rieper,D,Denmark,05-Jun-68
867,967,Michael,Hughes,M,Northern Ireland,02-Aug-71
868,968,Lee,Hodges,M,England,02-Mar-78
869,969,Mark,Watson,F,England,28-Dec-73
870,971,Alan,Reeves,D,England,19-Nov-67
871,972,Kenny,Cunningham,D,Ireland,28-Jun-71
872,973,Oyvind,Leonhardsen,M,Norway,17-Aug-70
873,974,Jon,Goodman,F,England,02-Jun-71
874,975,Steven,Pressley,D,Scotland,11-Oct-73
875,976,Gary,Gillespie,D,Scotland,05-Jul-60
876,977,Darren,Patterson,D,Northern Ireland,15-Oct-69
877,978,Rhys,Wilmot,G,Wales,21-Feb-62
878,979,Ian,Durrant,M,Scotland,29-Oct-66
879,980,Philip,Morgan,G,England,18-Dec-74
880,981,Adrian,Paz,F,Uruguay,09-Sep-68
881,982,Richard,Smith,D,England,03-Oct-70
882,983,Mick,Galloway,M,Scotland,13-Oct-74
883,984,Steve,Thompson,M,England,02-Nov-64
884,987,Johnny,Wright,D,Northern Ireland,24-Nov-75
885,988,Sieb,Dykstra,G,Netherlands,20-Oct-66
886,989,David,Platt,M,England,10-Jun-66
887,991,Dennis,Bergkamp,F,Netherlands,10-May-69
888,993,David,Hughes,D,England,01-Feb-78
889,995,Savo,Milosevic,F,Serbia,02-Sep-73
890,997,Richard,Walker,F,England,08-Nov-77
891,999,Gary,Croft,D,England,17-Feb-74
892,1003,Billy,McKinlay,M,Scotland,22-Apr-69
893,1004,Damien,Duff,M,Ireland,02-Mar-79
894,1005,James,Beattie,F,England,27-Feb-78
895,1006,Niklas,Gudmundsson,F,Sweden,29-Feb-72
896,1008,Keith,Branagan,G,Ireland,10-Jul-66
897,1009,Aidan,Davison,G,Northern Ireland,11-May-68
898,1011,Steve,McAnespie,D,Scotland,01-Feb-72
899,1014,Gerry,Taggart,D,Northern Ireland,18-Oct-70
900,1015,Greg,Strong,D,England,05-Sep-75
901,1016,Scott,Green,D,England,15-Jan-70
902,1017,Alan,Stubbs,D,England,06-Oct-71
903,1019,Alan,Thompson,M,England,22-Dec-73
904,1020,Sasa,Curcic,M,Serbia,14-Feb-72
905,1021,Mixu,Paatelainen,F,Finland,03-Feb-67
906,1022,Scott,Taylor,F,England,05-May-76
907,1023,John,McGinlay,F,England,08-Apr-64
908,1024,Mark,Patterson,F,England,24-May-65
909,1025,Fabian,De Freitas,F,Netherlands,28-Jul-72
910,1027,Jody,Morris,M,England,22-Dec-78
911,1028,Ruud,Gullit,F,Netherlands,01-Sep-62
912,1029,Mark,Nicholls,F,England,30-May-77
913,1030,Paul,Williams,D,England,26-Mar-71
914,1031,Liam,Daish,D,Scotland,23-Sep-68
915,1032,Sam,Shilton,M,England,21-Jul-78
916,1033,Paul,Telfer,M,Scotland,21-Oct-71
917,1034,Eoin,Jess,M,Scotland,13-Dec-70
918,1035,Iyseden,Christie,F,England,14-Nov-76
919,1036,Isaias,Marques Soares,F,Brazil,17-Nov-63
920,1037,Craig,Short,D,England,25-Jun-68
921,1038,John,Hills,D,England,21-Apr-78
922,1040,Graham,Allen,D,England,08-Apr-77
923,1041,Jon,O'Connor,M,England,29-Oct-76
924,1042,Gavin,McCann,M,England,10-Jan-78
925,1043,Paul Michael,Branch,F,England,18-Oct-78
926,1045,Ian,Harte,D,Ireland,31-Aug-77
927,1046,Alan,Maybury,D,Ireland,08-Aug-78
928,1047,Mark,Jackson,D,England,30-Sep-77
929,1048,Jason,Blunt,M,England,16-Aug-77
930,1049,Harry,Kewell,M,Australia,22-Sep-78
931,1050,Andy,Gray,F,Scotland,15-Nov-77
932,1052,Jason,McAteer,M,Ireland,18-Jun-71
933,1053,Eike,Immel,G,Germany,27-Nov-60
934,1054,Michael,Frontzeck,D,Germany,26-Mar-64
935,1055,Kit,Symons,D,Wales,08-Mar-71
936,1056,Scott,Hiley,D,England,27-Sep-68
937,1057,Martin,Phillips,M,England,13-Mar-76
938,1058,Georgi,Kinkladze,M,Georgia,06-Jul-73
939,1059,Jeff,Whitley,M,Northern Ireland,28-Jan-79
940,1061,Mikhail,Kavelashvili,M,Georgia,22-Jul-71
941,1062,Giuseppe,Mazzarelli,F,Switzerland,14-Aug-72
942,1063,Gerry,Creaney,F,Scotland,13-Apr-70
943,1065,Nick,Culkin,G,England,06-Jul-78
944,1067,Michael,Clegg,D,England,03-Jul-77
945,1068,Ben,Roberts,G,England,22-Jun-75
946,1070,Steve,Vickers,D,England,13-Oct-67
947,1071,Craig,Liddle,D,England,21-Oct-71
948,1072,Osvaldo,Giroldo Junior,M,Brazil,22-Feb-73
949,1073,Keith,O'Halloran,M,Ireland,10-Nov-75
950,1074,Claudio,Ibrahim Vaz Leal,M,Brazil,04-Apr-64
951,1075,Mark,Summerbell,M,England,30-Oct-76
952,1076,Andy,Campbell,F,England,18-Apr-79
953,1077,Jaime,Moreno,F,Bolivia,19-Jan-74
954,1078,Chris,Freestone,F,England,09-Apr-71
955,1080,Shaka,Hislop,G,Trinidad And Tobago,22-Feb-69
956,1082,Darren,Huckerby,F,England,23-Apr-76
957,1083,David,Ginola,F,France,25-Jan-67
958,1084,Faustino,Asprilla,F,Colombia,10-Nov-69
959,1086,Alan,Fettis,G,Northern Ireland,01-Feb-71
960,1087,Chris,Allen,M,England,18-Nov-72
961,1088,Andrea,Silenzi,F,Italy,10-Feb-66
962,1089,Richard,Irving,F,England,10-Sep-75
963,1090,Juergen,Sommer,G,United States,27-Feb-69
964,1091,Paul,Murray,M,England,31-Aug-76
965,1092,Nigel,Quashie,M,Scotland,20-Jul-78
966,1093,Greg,Goodridge,M,Barbados,10-Jul-71
967,1094,Lee,Charles,F,England,20-Aug-71
968,1095,Dejan,Stefanovic,D,Serbia,28-Oct-74
969,1096,Mark,Pembridge,M,Wales,29-Nov-70
970,1097,Ritchie,Humphreys,M,England,30-Nov-77
971,1098,Regi,Blinker,M,Netherlands,04-Jun-69
972,1099,Mark,Platts,M,England,23-May-79
973,1100,Darko,Kovacevic,F,Serbia,18-Nov-73
974,1101,Marc,Degryse,F,Belgium,04-Sep-65
975,1103,Christer,Warren,F,England,10-Oct-74
976,1105,Neale,Fenn,F,Ireland,18-Jan-77
977,1106,Rory,Allen,F,England,17-Oct-77
978,1108,Neil,Finn,G,England,29-Dec-78
979,1109,Steve,Mautone,G,Australia,10-Aug-70
980,1110,Chris,Coyne,D,Australia,20-Dec-78
981,1111,Rio,Ferdinand,D,England,07-Nov-78
982,1112,Slaven,Bilic,D,Croatia,11-Sep-68
983,1113,Scott,Mean,M,England,13-Dec-73
984,1114,Stan,Lazaridis,M,Australia,16-Aug-72
985,1115,Marco,Boogers,F,Netherlands,12-Jan-67
986,1116,Manny,Omoyinmi,F,England,28-Dec-77
987,1117,Daniel,Da Cruz Carvalho,F,Portugal,02-Nov-76
988,1118,Jason,Euell,F,Jamaica,06-Feb-77
989,1119,Richard,Sneekes,M,Netherlands,30-Oct-68
990,1120,Owen,Coyle,F,Ireland,14-Jul-66
991,1123,Neil,Cutler,G,England,03-Sep-76
992,1124,Thomas,Brolin,F,Sweden,29-Nov-69
993,1126,William,Prunier,D,France,14-Aug-67
994,1127,Mark,Hateley,F,England,07-Nov-61
995,1128,Ned,Zelic,M,Australia,04-Jul-71
996,1129,Remi,Garde,D,France,03-Apr-66
997,1131,Matt,Upson,D,England,18-Apr-79
998,1132,Patrick,Vieira,M,France,23-Jun-76
999,1133,Julian,Gray,M,England,21-Sep-79
1000,1134,Isaiah,Rankin,F,England,22-May-78
1001,1135,Nicolas,Anelka,F,France,14-Mar-79
1002,1138,Adam,Rachel,G,England,10-Dec-76
1003,1139,Fernando,Nelson,D,Portugal,05-Nov-71
1004,1140,Giorgos,Donis,M,Greece,22-Oct-69
1005,1141,Per,Pedersen,F,Denmark,30-Mar-69
1006,1143,Frode,Grodås,G,Norway,24-Oct-64
1007,1144,Danny,Granville,D,England,19-Jan-75
1008,1145,Celestine,Babayaro,D,Nigeria,29-Aug-78
1009,1146,Neil,Clement,D,England,03-Oct-78
1010,1147,Jon,Harley,D,England,26-Sep-79
1011,1148,Frank,Leboeuf,D,France,22-Jan-68
1012,1149,Roberto,Di Matteo,M,Italy,29-May-70
1013,1150,Gianluca,Vialli,F,Italy,09-Jul-64
1014,1151,Gianfranco,Zola,F,Italy,05-Jul-66
1015,1152,Joe,Sheerin,F,England,08-Nov-77
1016,1155,Gary,Breen,D,Ireland,12-Dec-73
1017,1156,John,Eustace,M,England,03-Nov-79
1018,1157,Michael,O'Neill,M,Northern Ireland,05-Jul-69
1019,1158,Andy,Ducros,F,England,16-Sep-77
1020,1161,Mart,Poom,G,Estonia,03-Feb-72
1021,1162,Martin,Taylor,G,England,09-Dec-66
1022,1163,Christian,Dailly,D,Scotland,23-Oct-73
1023,1164,Igor,Stimac,D,Croatia,06-Sep-67
1024,1165,Matthew,Carbon,D,England,08-Jun-75
1025,1166,Dean,Yates,D,England,26-Oct-67
1026,1168,Chris,Powell,D,England,08-Sep-69
1027,1169,Jacob,Laursen,D,Denmark,06-Oct-71
1028,1170,Mauricio,Solis,M,Costa Rica,13-Dec-72
1029,1171,Paul,Simpson,M,England,26-Jul-66
1030,1172,Aljosa,Asanovic,M,Croatia,14-Dec-65
1031,1173,Robin,van Der Laan,M,Netherlands,05-Sep-68
1032,1174,Paul,Trollope,M,Wales,03-Jun-72
1033,1175,Lee,Carsley,M,Ireland,28-Feb-74
1034,1176,Kevin,Cooper,F,England,08-Feb-75
1035,1177,Darryl,Powell,M,Jamaica,15-Jan-71
1036,1178,Dean,Sturridge,F,England,27-Jul-73
1037,1179,Paulo,Wanchope,F,Costa Rica,31-Jul-76
1038,1180,Marco,Gabbiadini,F,England,20-Jan-68
1039,1181,Ron,Willems,F,Netherlands,20-Sep-66
1040,1182,Marino,Rahmberg,S,Sweden,07-Aug-74
1041,1184,Richard,Dunne,D,Ireland,21-Sep-79
1042,1185,Michael,Ball,D,England,02-Oct-79
1043,1186,Danny,Cadamarteri,F,England,12-Oct-79
1044,1187,Phillip,Jevons,F,England,01-Aug-79
1045,1189,Robert,Molenaar,D,Netherlands,27-Feb-69
1046,1190,Lee,Bowyer,M,England,03-Jan-77
1047,1191,Pierre,Laurent,M,France,13-Dec-70
1048,1192,Derek,Lilley,F,England,09-Feb-74
1049,1193,Kasey,Keller,G,United States,29-Nov-69
1050,1194,Franck,Rolling,D,France,23-Aug-68
1051,1195,Pontus,Kaamark,D,Sweden,05-Apr-69
1052,1196,Matt,Elliott,D,Scotland,11-Jan-68
1053,1197,Scott,Taylor,M,England,23-Nov-70
1054,1198,Stuart,Campbell,M,Scotland,09-Dec-77
1055,1199,Neil,Lennon,M,Northern Ireland,25-Jun-71
